"ZCTA","Post Office Name","State","HCP: Health Center Count ( Combined ) 2019","HCP: Dominant Health Center 2019","Pop: Total (#) 2015-2019","Pop: Low-Income (#) 2015-2019","HCP: Total Patients (#) 2019","HCP: Penetration of Low-Income (%)","HCP: Penetration of Total Population (%)","HCP: Penetration of Uninsured Population (%)","HCP: Penetration of Medicaid/ Public Ins. (%)","HCP: Penetration of Medicare/ Private Ins. (%)","HCP: 1-yr Change in Patients (%) 2018, 2019","HCP: 2-yr Change in Patients (%) 2017, 2019","HCP: 2-yr Change in Patients (#) 2017, 2019","HCP: 1-yr Change in Uninsured (%) 2018, 2019","HCP: 2-yr Change in Uninsured (%) 2017, 2019","HCP: 1-yr Change in Medicaid/ Public Ins. (%) 2018, 2019","HCP: 2-yr Change in Medicaid/ Public Ins. (%) 2017, 2019","HCP: 1-yr Change in Medicare/ Private Ins. (%) 2018, 2019","HCP: 2-yr Change in Medicare/ Private Ins. (%) 2017, 2019","HCP: Low-Income Not Served by Health Centers (#)","HCP: Uninsured Not Served by Health Centers (#)","HCP: Medicaid/ Public Ins. Not Served by Health Centers (#)","HCP: Medicare/ Private Ins. Not Served by Health Centers (#)","HCP: Total Population Not Served by Health Centers (#)","HCP: Uninsured (%) 2019","HCP: Uninsured (#) 2019","HCP: Medicaid/ Public Ins (%) 2019","HCP: Medicaid/ Public Ins (#) 2019","HCP: Medicare/ Private Ins. (%) 2019","HCP: Medicare/ Private Ins. (#) 2019","Pop: Poverty (%) 2015-2019","Pop: Low-Income (%) 2015-2019","Pop: Racial/ Ethnic Minority (%) 2015-2019","Pop: Hispanic/Latino (%) 2015-2019","Pop: Black (%) 2015-2019","Pop: Asian (%) 2015-2019","Pop: American Indian/Alaska Native (%) 2015-2019","Pop: Native Hawaiian (%) 2015-2019","Pop: Other Pacific Islander (%) 2015-2019","Pop: White (%) 2015-2019","Pop: More than One Race (%) 2015-2019","Pop: Uninsured, Est. (%) 2019","Pop: Uninsured, Est. (#) 2019","Pop: 1-yr Change in Uninsured, Est. (%) 2018, 2019","Pop: 2-yr Change in Uninsured, Est. (%) 2017, 2019","Pop: Medicaid/ Public Ins., Est. (%) 2019","Pop: Medicaid/ Public Ins., Est. (#) 2019","Pop: 1-yr Change in Medicaid/ Public Ins., Est. (%) 2018, 2019","Pop: 2-yr Change in Medicaid/ Public Ins., Est. (%) 2017, 2019","Pop: Medicare/ Private Ins., Est. (%) 2019","Pop: Medicare/ Private Ins., Est. (#) 2019","Pop: 1-yr Change in Medicare/ Private Ins., Est. (%) 2018, 2019","Pop: 2-yr Change in Medicare/ Private Ins., Est. (%) 2017, 2019","Pop: 1-yr Change in Total Population (%) 2018, 2019","Pop: 2-yr Change in Total Population (%) 2017, 2019","Pop: Under 18 (%) 2015-2019","Pop: School-Aged Children (%) 2015-2019","Pop: 18-64 (%) 2015-2019","Pop: 65 and older (%) 2015-2019","Pop: Not Employed (%) 2015-2019","Pop: Households with Limited English Proficiency (%) 2015-2019","Pop: Less Than High School Education (%) 2015-2019","Pop: Veterans (%) 2015-2019","Pop: Disability (%) 2015-2019","Pop: Low Birth Weight Rate, Est. 2017","Pop: Age-Adjusted Mortality Rate (per 100,000), Est. 2013-2016","Pop: Adults Ever Told Have Diabetes, Est. (%) 2017","Pop: Adults Ever Told Have High Blood Pressure, Est. (%) 2017","Pop: Adults Who Are Obese, Est. (%) 2017","Pop: Adults with No Dental Visit in Past Year, Est. (%) 2017","Pop: Adults Who Have Delayed/ Not Sought Care Due to Cost, Est. (%) 2017","Pop: Adults with No Usual Source of Care, Est. (%) 2017","Pop: Adults Who Are Binge Drinkers, Est. (%) 2017","Pop: Adults Who Smoke, Est. (%) 2017","Pop: Uninsured Population below 138% FPL (%) 2015-2019","Pop: Uninsured Population below 200% FPL (%) 2015-2019","Pop: Uninsured Population at 138%-400% FPL (%) 2015-2019","HCP: Dominant Health Center Serving ZCTA (Share of Patients) 2019","HCP: #2 Health Center Serving ZCTA 2019","HCP: #2 Health Center (Share of Patients) 2019","HCP: #3 Health Center Serving ZCTA 2019","HCP: #3 Health Center (Share of Patients) 2019","HCP: #4 Health Center Serving ZCTA 2019","HCP: #4 Health Center Serving ZCTA (Share of Patients) 2019","HCP: #5 Health Center Serving ZCTA 2019","HCP: #5 Health Center (Share of Patients) 2019"
"37209","Nashville","TN","4","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","38664","12574","1539","0.1223954191","0.0398044693","0.25753101","0.095699231","0.0115734266","0.0006501951","-0.023477157","-37","-0.072340426","-0.021324355","0.0212765957","-0.151515152","0.2304832714","0.1453287197","11035","2514","3175","28269","37125","0.5666016894","872","0.2183235867","336","0.2150747238","331","0.18618569","0.3483778","0.4163563","0.07787606","0.24464618","0.0563832","0.002276","0","0.002","0.63617318","0.035","0.0953883427","3386","0.1905766526","-0.14988702","0.098909767","3511","-0.168797348","-0.028500277","0.8057018903","28600","0.0532518229","0.098183773","-0.003351034","0.0315901814","0.181","0.117","0.74","0.0789364784","0.302017","0.0481616721","0.107532","0.034","0.095","0.08313808590173721","0.00775571533203125","0.09","0.2589999961853027","0.23799999237060546","0.17100000381469727","0.17799999237060546","0.285","0.14100000381469727","0.18299999237060546","0.533","0.635","0.375","0.4814814815","MATTHEW WALKER HEALTH CENTER","0.3885640026","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.1033138402","MERCY HEALTH SERVICES, INC.","0.0266406758","null","0"
"37210","Nashville","TN","5","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","17248","8894","2072","0.2329660445","0.1201298701","0.4221128021","0.241016109","0.0376407507","0.0365182591","0.0146914789","30","-0.053212851","-0.036772217","0.1594634873","0.0556309362","0.0572289157","0.0766871166","6822","1291","2450","8974","15176","0.4551158301","943","0.3754826255","778","0.1694015444","351","0.29995124","0.54211874","0.59728664","0.2250116","0.30762987","0.04203386","0.005508","0","0","0.58569109","0.026","0.1510786502","2234","-0.199283154","-0.185563252","0.218299858","3228","-0.353365385","-0.232889734","0.6306214919","9325","0.0755478662","0.0162380122","-0.03830499","-0.019052494","0.238","0.147","0.664","0.0980403525","0.337386","0.0955935123","0.202478","0.047","0.179","0.08753135800361633","0.007770000610351563","0.21700000762939453","0.4470000076293945","0.37200000762939456","0.17100000381469727","0.21600000381469728","0.2520000076293945","0.11399999618530274","0.21299999237060546","0.452","0.655","0.462","0.7162162162","MATTHEW WALKER HEALTH CENTER","0.1370656371","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.1322393822","RUTHERFORD COUNTY PRIMARY CARE INC.","0.0082046332","MERCY HEALTH SERVICES, INC.","0.0062741313"
"37211","Nashville","TN","5","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","75955","28249","4756","0.1683599419","0.0626160226","0.2490533291","0.071764803","0.0143294598","0.0048594971","0.0485008818","220","0.0276692708","0.0942807626","0.1807065217","-0.041896362","-0.210810811","-0.018817204","23493","9519","11240","50214","71199","0.6637931034","3157","0.1827165685","869","0.153490328","730","0.16627427","0.38005355","0.47662432","0.2031466","0.16617734","0.08016589","0.003133","0","0.001","0.70137581","0.024","0.1673863381","12676","-0.068283719","0.0832336353","0.1598991139","12109","-0.140657157","-0.036444657","0.6727145479","50944","0.126282278","-0.001254705","-0.011440248","-0.026929039","0.222","0.146","0.678","0.0995062866","0.294678","0.133820034","0.178234","0.044","0.127","0.07979578524827957","0.0072732586669921875","0.22100000381469725","0.4540000152587891","0.34099998474121096","0.17100000381469727","0.17700000762939452","0.22899999618530273","0.10800000190734864","0.20200000762939452","0.36","0.581","0.567","0.5094617325","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.237804878","MATTHEW WALKER HEALTH CENTER","0.1783010934","MERCY HEALTH SERVICES, INC.","0.0656013457","RUTHERFORD COUNTY PRIMARY CARE INC.","0.0088309504"
"37215","Nashville","TN","4","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","22379","2247","99","0.044058745","0.0044237902","0.0532687651","0.0117096019","0.0020397987","-0.168067227","-0.168067227","-20","-0.3125","-0.323076923","0","-0.090909091","0","0.0465116279","2148","782","844","22016","22280","0.4444444444","44","0.101010101","10","0.4545454545","45","0.06054855","0.10153179","0.12748559","0.02345949","0.02962599","0.05085124","0.00076","0","0","0.89302471","0.023","0.0347921318","826","0.2076023392","-0.254512635","0.0359715261","854","-0.07775378","0.4115702479","0.9292363422","22061","0.0484767834","0.0789357852","-0.001561524","0.0264183828","0.183","0.133","0.587","0.2294561866","0.359143","0.0049009802","0.016242","0.059","0.11","0.06964356452226639","0.007911607666015626","0.32099998474121094","0.6229999923706054","0.32","0.16700000762939454","0.09800000190734863","0.10600000381469726","0.05300000190734863","0.13600000381469726","0.212","0.26","0.585","0.4949494949","MERCY HEALTH SERVICES, INC.","0.2222222222","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.1717171717","MATTHEW WALKER HEALTH CENTER","0.1111111111","null","0"
"37216","Nashville","TN","3","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","17848","4382","1150","0.2624372433","0.0644329897","0.2391408115","0.113556338","0.0271697589","-0.036043588","-0.143070045","-192","-0.029069767","-0.075645756","-0.104166667","-0.298913043","0.0051413882","-0.094907407","3232","1594","2014","14000","16698","0.4356521739","501","0.2243478261","258","0.34","391","0.11462784","0.24634585","0.32535858","0.03064769","0.26703272","0.00890856","0","0","0","0.68786419","0.02","0.1116856808","2095","-0.220029784","-0.215943114","0.1211216548","2272","-0.172313297","-0.292211838","0.7671926645","14391","0.0482190983","-0.011403449","-0.040894191","-0.055911135","0.152","0.093","0.719","0.1294822949","0.291912","0.0090874669","0.085023","0.064","0.158","0.08466552197933197","0.008197955932617188","0.14300000190734863","0.385","0.3079999923706055","0.17100000381469727","0.16700000762939454","0.2520000076293945","0.13300000190734862","0.175","0.284","0.371","0.555","0.8052173913","MATTHEW WALKER HEALTH CENTER","0.1495652174","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.0452173913","null","0","null","0"
"37220","Nashville","TN","1","MERCY HEALTH SERVICES, INC.","5880","577","11","0.0190641248","0.0018707483","0.0023923445","0.0028818444","0.0015783935","-0.153846154","-0.3125","-5","0","-0.923076923","0","9999","-0.181818182","2","566","417","346","5693","5869","0.0909090909","1","0.0909090909","1","0.8181818182","9","0.02540061","0.09836345","0.04251701","0.01037415","0.01479592","0.00918367","0.002381","0","0","0.96785714","0.006","0.0646358435","418","0.244047619","0.0773195876","0.053657028","347","0.1414473684","0.6523809524","0.8817071285","5702","0.1067546584","0.0093821915","0.0203019261","0.0539523212","0.236","0.145","0.57","0.1943877551","0.356798","0","0.004208","0.081","0.106","0.0683453381061554","0.007995573120117188","0.11","0.36900001525878906","0.27100000381469724","0.165","0.11300000190734863","0.15899999618530272","0.13600000381469726","0.15300000190734864","0.098","0.098","0.107","1","null","0","null","0","null","0","null","0"
"37221","Nashville","TN","4","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","41017","6429","395","0.0614403484","0.0096301534","0.075542571","0.0303514377","0.0036675791","-0.014962594","-0.106334842","-47","-0.133971292","-0.233050847","0","-0.126436782","0.1896551724","0.1596638655","6034","2215","2428","37489","40622","0.4582278481","181","0.1924050633","76","0.3493670886","138","0.06166095","0.15749633","0.18879977","0.03713095","0.08206353","0.04578589","0.000317","0","0","0.84079772","0.023","0.0563406777","2396","0.6178257934","-0.136576577","0.0588802408","2504","0.3103087389","0.6850605653","0.8847790815","37627","0.0079830695","0.0632099463","0.0146444032","0.0329136238","0.201","0.138","0.641","0.1584464978","0.302723","0.0170388106","0.042792","0.069","0.109","0.0723564550280571","0.0077789404296875","0.20299999237060548","0.425","0.3270000076293945","0.16600000381469726","0.15199999809265136","0.25299999237060544","0.14","0.18399999618530274","0.239","0.397","0.497","0.3164556962","MATTHEW WALKER HEALTH CENTER","0.3012658228","MERCY HEALTH SERVICES, INC.","0.2253164557","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.1569620253","null","0"
"37306","Belvidere","TN","0","null","2153","752","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","752","258","506","2003","2153","0","0","0","0","0","0","0.14119833","0.34928007","0.1839294","0.07617278","0.04784022","0.01393405","0","0","0","0.89224338","0.03","0.0932417781","258","0.2463768116","0.3796791444","0.1828695338","506","0.1933962264","0.2618453865","0.7238886881","2003","0.0547656661","0.0229826353","-0.072782084","-0.191209617","0.21","0.202","0.548","0.2419879238","0.470283","0","0.145928","0.062","0.234","0.06527061760425568","0.008606611938476562","0.13100000381469726","0.37599998474121094","0.375","0.3629999923706055","0.17","0.25","0.135","0.27799999237060546","0.28","0.497","0.329","0","null","0","null","0","null","0","null","0"
"37324","Decherd","TN","0","null","5618","2708","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","2708","532","1000","3805","5618","0","0","0","0","0","0","0.21787113","0.48202207","0.13510146","0.03987184","0.08953364","0.00160199","0.001068","0","0","0.87807049","0.024","0.099681469","532","0.0056710775","0.2819277108","0.1873711823","1000","-0.099909991","0.0729613734","0.7129473487","3805","-0.016033101","-0.058401386","-0.011437621","-0.028867761","0.226","0.163","0.575","0.199003204","0.514871","0.0083260298","0.160481","0.073","0.296","0.0611676424741745","0.008661203002929687","0.12699999809265136","0.38299999237060545","0.3609999847412109","0.37099998474121093","0.13899999618530273","0.205","0.13699999809265137","0.24799999237060547","0.548","0.738","0.31","0","null","0","null","0","null","0","null","0"
"37328","Elora","TN","0","null","1481","853","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","853","138","260","919","1481","0","0","0","0","0","0","0.23295071","0.57596219","0.00877785","0","0","0","0","0","0","0.99122215","0.009","0.1047835991","138","-0.021276596","0.2545454545","0.1974183751","260","-0.037037037","0.1659192825","0.6977980258","919","-0.017112299","-0.060327198","0.1661417323","0.3071491615","0.155","0.136","0.509","0.3355840648","0.592879","0","0.346122","0.154","0.45","0.060234710574150085","0.009176619262695312","0.135","0.41","0.34299999237060547","0.42","0.135","0.20700000762939452","0.13100000381469726","0.21200000762939453","0.508","0.655","0.492","0","null","0","null","0","null","0","null","0"
"37334","Fayetteville","TN","3","MAURY REGIONAL HOSPITAL","22909","8408","95","0.0112987631","0.0041468419","0.0085470085","0.0055776892","0.0033775485","0.7924528302","-0.330985915","-47","1.1111111111","-0.604166667","1.625","-0.522727273","0.5277777778","0.1","8313","2204","3744","16229","22814","0.2","19","0.2210526316","21","0.5789473684","55","0.13073497","0.37452116","0.16823083","0.04138112","0.09511546","0.00715876","0.001746","0","0","0.86717011","0.028","0.0998114224","2223","0.093996063","0.3015222482","0.1690463362","3765","-0.133686148","0.010195868","0.7311422414","16284","0.0235715633","0.0076109152","-0.001133639","0.0250111857","0.229","0.182","0.575","0.1955126806","0.451984","0.0018332794","0.157657","0.079","0.212","0.05631154775619507","0.009028757934570312","0.13699999809265137","0.43099998474121093","0.35400001525878905","0.41900001525878905","0.13800000190734862","0.19600000381469726","0.12","0.21799999237060547","0.515","0.664","0.443","0.6736842105","CENTRAL NORTH ALABAMA HEALTH","0.2105263158","MATTHEW WALKER HEALTH CENTER","0.1157894737","null","0","null","0"
"37335","Flintville","TN","0","null","2719","948","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","948","277","528","1842","2719","0","0","0","0","0","0","0.22937169","0.35881908","0.0331004","0.02059581","0.00772343","0.00294226","0.001839","0","0","0.9874954","0","0.1046467699","277","-0.051369863","0.2421524664","0.1994710994","528","-0.046931408","0.1553610503","0.6958821307","1842","-0.024364407","-0.063072228","-0.070109439","-0.129362792","0.283","0.177","0.587","0.1298271423","0.329262","0.0041407867","0.168947","0.067","0.217","0.060600828379392624","0.00931925537109375","0.12899999618530272","0.3920000076293945","0.34","0.425","0.14199999809265137","0.22299999237060547","0.13899999618530273","0.22600000381469726","0.123","0.616","0.63","0","null","0","null","0","null","0","null","0"
"38451","Culleoka","TN","2","MAURY REGIONAL HOSPITAL","4300","1342","573","0.4269746647","0.133255814","0.0752941176","0.1520803443","0.1171875","1.0464285714","0.9358108108","277","0.6","0.1851851852","0.4133333333","0.2619047619","1.3513513514","1.3513513514","769","393","591","3277","3727","0.0558464223","32","0.184991274","106","0.7591623037","435","0.06321437","0.31303942","0.0972093","0.02046512","0.02674419","0","0.003721","0","0","0.91767442","0.052","0.0879189077","425","0.1424731183","0.0759493671","0.1441870087","697","0.0219941349","0.2037996546","0.7678940836","3712","0.0908022333","0.0167077513","0.0228353949","0.0880566802","0.193","0.126","0.633","0.1734883721","0.376934","0.0043997486","0.093819","0.068","0.202","0.07618410885334015","0.009180955810546875","0.10899999618530273","0.35900001525878905","0.3370000076293945","0.3079999923706055","0.14","0.20100000381469726","0.14300000190734863","0.22700000762939454","0.327","0.487","0.275","0.9301919721","MERCY HEALTH SERVICES, INC.","0.0698080279","null","0","null","0","null","0"
"38454","Duck River","TN","2","MAURY REGIONAL HOSPITAL","922","389","91","0.233933162","0.0986984816","0.164556962","0.1489361702","0.0809659091","1.0681818182","1.0681818182","47","0.3","-0.071428571","0.1666666667","0.3125","2.5625","3.0714285714","298","66","120","647","831","0.1428571429","13","0.2307692308","21","0.6263736264","57","0.07375271","0.42190889","0.07049892","0.03470716","0.03579176","0","0","0","0","0.96420824","0","0.0854978355","79","-0.362903226","-0.168421053","0.1525974026","141","-0.378854626","-0.44047619","0.7619047619","704","0.0028490028","-0.147699758","-0.232306411","-0.317037037","0.239","0.18","0.593","0.1681127983","0.431912","0","0.110535","0.043","0.158","0.07241600751876831","0.009395673217773437","0.12199999809265137","0.39","0.3240000152587891","0.22","0.13699999809265137","0.19700000762939454","0.13600000381469726","0.225","0.524","1","0.476","0.7472527473","PERRY COUNTY MEDICAL CENTER, INC.","0.2527472527","null","0","null","0","null","0"
"38456","Ethridge","TN","1","MAURY REGIONAL HOSPITAL","5165","2738","99","0.0361577794","0.0191674734","0.0240963855","0.0082693444","0.0236382323","1.4146341463","1.6052631579","61","1.2857142857","1.6666666667","2.5","0.75","1.3","1.875","2639","648","1679","2850","5066","0.1616161616","16","0.1414141414","14","0.696969697","69","0.19592629","0.53113482","0.03794773","0.01974831","0","0.00116167","0.008519","0","0","0.98180058","0.009","0.1258529189","664","-0.001503759","-0.017751479","0.3208870356","1693","-0.165187377","-0.035876993","0.5532600455","2919","0.0332743363","-0.046701502","-0.044049602","-0.115127634","0.329","0.238","0.548","0.1223620523","0.483844","0.053559322","0.197169","0.06","0.184","0.07691321521997452","0.009985347290039063","0.11800000190734863","0.38599998474121094","0.3240000152587891","0.4520000076293945","0.13","0.20600000381469727","0.13699999809265137","0.215","0.603","0.817","0.365","1","null","0","null","0","null","0","null","0"
"38459","Frankewing","TN","0","null","296","63","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","63","36","52","345","296","0","0","0","0","0","0","0.01689189","0.21283784","0.16216216","0.16216216","0","0","0","0","0","0.83783784","0.162","0.0831408776","36","0.1612903226","0.0588235294","0.1200923788","52","-0.103448276","-0.087719298","0.7967667436","345","-0.002890173","-0.06504065","-0.256281407","-0.301886792","0.166","0.091","0.693","0.1418918919","0.29845","0","0.108571","0.016","0.154","0.06121618673205376","0.00855307861328125","0.13800000190734862","0.42","0.3370000076293945","0.3770000076293945","0.12300000190734864","0.19600000381469726","0.13600000381469726","0.21799999237060547","0","0","1","0","null","0","null","0","null","0","null","0"
"38461","Hampshire","TN","1","MAURY REGIONAL HOSPITAL","1279","267","190","0.7116104869","0.1485535575","0.1459854015","0.1611570248","0.1293188549","0.7592592593","0.7117117117","79","0.25","0.5384615385","0.56","0.625","0.9552238806","0.7702702703","77","117","203","882","1089","0.1052631579","20","0.2052631579","39","0.6894736842","131","0.09572785","0.21123418","0.06567631","0","0.0179828","0","0","0","0","0.93432369","0.048","0.0984195402","137","0.1138211382","0.0223880597","0.1738505747","242","-0.123188406","0.0431034483","0.7277298851","1013","0.0009881423","-0.03062201","0.0273092369","0.0729865772","0.267","0.14","0.556","0.1767005473","0.438486","0","0.17455","0.066","0.226","0.08142577856779099","0.00903857666015625","0.12399999618530273","0.39799999237060546","0.35200000762939454","0.39","0.13399999618530273","0.18299999237060546","0.13100000381469726","0.22299999237060547","0.144","0.172","0.767","1","null","0","null","0","null","0","null","0"
"38462","Hohenwald","TN","3","MAURY REGIONAL HOSPITAL","10281","4260","3738","0.8774647887","0.363583309","0.4099836334","0.4759036145","0.3360668664","0.0676949443","0","0","0.1010989011","0.1133333333","0.2741935484","0.0918065153","-0.021579431","-0.063296703","522","721","1218","4210","6543","0.1340288925","501","0.2958801498","1106","0.5700909577","2131","0.19666766","0.42249331","0.07139383","0.0246085","0.01672989","0.01595176","0","0","0","0.94708686","0.015","0.1235966421","1222","0.156102176","0.1200733272","0.2350561343","2324","-0.038875103","0.1761133603","0.6413472236","6341","-0.011843541","-0.078209042","0.0238000398","0.0258431451","0.217","0.158","0.584","0.1995914794","0.481011","0.0065326633","0.158267","0.082","0.21","0.09119652956724167","0.009061063842773437","0.12699999809265136","0.4","0.3559999847412109","0.49900001525878906","0.13699999809265137","0.19600000381469726","0.13100000381469726","0.23100000381469726","0.386","0.509","0.494","0.96094168","PERRY COUNTY MEDICAL CENTER, INC.","0.0361155698","HARDIN COUNTY REGIONAL HEALTH CENTER","0.0029427501","null","0","null","0"
"38464","Lawrenceburg","TN","3","MAURY REGIONAL HOSPITAL","22347","8944","486","0.0543381038","0.0217478856","0.0229555237","0.0166934835","0.0236171102","0.6993006993","2.1973684211","334","0.4545454545","1.7826086957","0.8043478261","0.7659574468","0.7295918367","3.1341463415","8458","2724","4889","14015","21861","0.1316872428","64","0.170781893","83","0.6975308642","339","0.18679098","0.410784","0.09267463","0.02948942","0.02537253","0.00957623","0.003625","0","0.003","0.93242941","0.016","0.1260739803","2788","0.1558872305","0.1333333333","0.2248349462","4972","-0.046413502","0.1266711987","0.6490910735","14354","0.0124135985","-0.049781544","0.0027821405","0.0303379593","0.232","0.159","0.579","0.1896003938","0.498982","0.0040793201","0.150022","0.094","0.219","0.07296048849821091","0.0094552880859375","0.16200000762939454","0.47","0.3340000152587891","0.4829999923706055","0.13","0.18799999237060547","0.10300000190734863","0.20399999618530273","0.531","0.67","0.338","0.9382716049","MERCY HEALTH SERVICES, INC.","0.037037037","HARDIN COUNTY REGIONAL HEALTH CENTER","0.024691358","null","0","null","0"
"38472","Lynnville","TN","2","MAURY REGIONAL HOSPITAL","2978","1130","192","0.1699115044","0.0644728005","0.0317460317","0.0670289855","0.0807349666","1.4303797468","1.2325581395","106","0.4285714286","-0.090909091","1.3125","0.48","1.5892857143","1.9","938","305","515","1651","2786","0.0520833333","10","0.1927083333","37","0.7552083333","145","0.10481968","0.38085608","0.03559436","0.00235057","0.01846877","0.00470114","0.001007","0","0","0.96675621","0.006","0.1182876455","315","0.1496350365","0.0824742268","0.2072850169","552","-0.076923077","0.0474383302","0.6744273376","1796","0.0309988519","-0.059685864","-0.018133861","-0.005344021","0.234","0.186","0.569","0.19677636","0.498097","0","0.103835","0.073","0.277","0.07331226021051407","0.009362381591796875","0.12100000381469726","0.40400001525878904","0.33299999237060546","0.2570000076293945","0.13300000190734862","0.19200000762939454","0.13699999809265137","0.22700000762939454","0.297","0.434","0.609","0.9322916667","MERCY HEALTH SERVICES, INC.","0.0677083333","null","0","null","0","null","0"
